Material;Texto breve de material;Alm.;CMv;Texto;Ce.coste;Cantidad;Fe.contab.;Tipo Mov.;Consumo según Area;Año Solicitud
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;24/09/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;24/09/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;24/09/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;24/09/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;16/02/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;08/03/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;11/03/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;22/03/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;25/03/2022;Reservas;Fraccionamiento;2022
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;AREA BLANCA;500414;21,000;24/09/2021;Reservas;Fab. HoH;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;AREA BLANCA;500414;30,000;24/09/2021;Reservas;Fab. HoH;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;AREA BLANCA;500414;30,000;24/09/2021;Reservas;Fab. HoH;2021
42-0016011;GARRAFA DE 20 LITROS  58MM;0101;959;AREA BLANCA;500414;12,000;24/09/2021;Reservas;Fab. HoH;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;959;AREA BLANCA;500414;12,000;24/09/2021;Reservas;Fab. HoH;2021
42-0016013;SUBTAPA 20 LITROS  58MM;0101;959;AREA BLANCA;500414;12,000;24/09/2021;Reservas;Fab. HoH;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;72,000;24/09/2021;Reservas;Laboratorios;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;270,000;24/09/2021;Reservas;Laboratorios;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;21,000;24/09/2021;Reservas;Laboratorios;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;I&D QUIMICO NELSON VELA;17050151;72,000;24/09/2021;Reservas;Laboratorios;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;21,000;24/09/2021;Reservas;Laboratorios;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;30,000;24/09/2021;Reservas;Laboratorios;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;I&D QUIMICO NELSON VELA;17050151;270,000;24/09/2021;Reservas;Laboratorios;2021
42-0016010;SUBTAPADE 10 LITROS  53MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;24/09/2021;Reservas;Laboratorios;2021
42-0016011;GARRAFA DE 20 LITROS  58MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;24/09/2021;Reservas;Laboratorios;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;24/09/2021;Reservas;Laboratorios;2021
42-0015947;FRASCO AMBAR 120ML;0101;959;LABORATORIO FQ - PISO 2 - PLANTA;500205;105,000;26/09/2021;Reservas;Muestreo Mp;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TEC. SERVICIOS;500202;24,000;27/09/2021;Reservas;Mantenimiento Servicios;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;TEC. SERVICIOS;500202;12,000;27/09/2021;Reservas;Mantenimiento Servicios;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;29/03/2022;Reservas;Fraccionamiento;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;28/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;28/09/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;28/09/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;28/09/2021;Reservas;Fab. Maq.;2021
42-0015915;TARRO 5 LT (BALDE);0101;101;NORMAL;;900,000;28/09/2021;Ingresos;N/A;2021
42-0015916;TAPA TARRO 5 LT (BALDE);0101;101;NORMAL;;900,000;28/09/2021;Ingresos;N/A;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;101;NORMAL;;1.320,000;28/09/2021;Ingresos;N/A;2021
42-0002285;POTE GEL X 50G + TAPA;0101;959;I&D QUIMICO NELSON VELA;17050151;160,000;28/09/2021;Reservas;Laboratorios;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TEC. SERVICIOS;500202;24,000;29/09/2021;Reservas;Mantenimiento Servicios;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;29/09/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;29/09/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;01/04/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;6,000;01/04/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;05/04/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;08/04/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;12/04/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;19/04/2022;Reservas;Fraccionamiento;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ZONA DE ENSAYOS;500402;2,000;30/09/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;30/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;30/09/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;6,000;30/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;6,000;30/09/2021;Reservas;Fab. Maq.;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;40,000;30/09/2021;Reservas;Don Vapor;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;3,000;01/10/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;AREA BLANCA;500411;10,000;01/10/2021;Reservas;Fab. Hoh;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;AREA BLANCA;500411;4,000;01/10/2021;Reservas;Fab. Hoh;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;01/10/2021;Reservas;Fab. Maq.;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;01/10/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;01/10/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;01/10/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;01/10/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;01/10/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;01/10/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;22/04/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;28,000;29/04/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;10/05/2022;Reservas;Fraccionamiento;2022
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;28/04/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;18/05/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;04/06/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;11/06/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;4,000;12/06/2021;Reservas;Fraccionamiento;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;30,000;01/10/2021;Reservas;Don Vapor;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;12/07/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;03/08/2021;Reservas;Fraccionamiento;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;04/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;04/10/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;45,000;04/10/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;45,000;04/10/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;6,000;04/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;04/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;1,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;20,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;20,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0015915;TARRO 5 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;20,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;HBOHORQUEZ-ALMACEN MANTENIMIENTO;500202;12,000;05/10/2021;Reservas;Mantenimiento Servicios;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;HBOHORQUEZ-ALMACEN MANTENIMIENTO;500202;24,000;05/10/2021;Reservas;Mantenimiento Servicios;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;HBOHORQUEZ-ALMACEN MANTENIMIENTO;500202;24,000;05/10/2021;Reservas;Mantenimiento Servicios;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;1,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;10,000;05/10/2021;Reservas;Fab. Maq.;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;05/10/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;05/10/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;05/10/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;05/10/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;05/10/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;05/10/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;13/08/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;27/08/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;4,000;27/08/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;15/10/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;02/11/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;24/11/2021;Reservas;Fraccionamiento;2021
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;FABRICA E&S;500408;312,000;06/10/2021;Reservas;Fab.E&S;2021
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;FABRICA E&S;500408;312,000;06/10/2021;Reservas;Fab.E&S;2021
42-0015913;TARRO 10 LT (BALDE);0101;101;NORMAL;;1.320,000;06/10/2021;Ingresos;N/A;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;07/10/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;07/10/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;6,000;07/10/2021;Reservas;Fab. Maq.;2021
42-0013572;POLITEX EMB. EXP 175MM X 300MM;0101;101;RECIBE C. GUERRERO;;288.000,000;07/10/2021;Ingresos;N/A;2021
42-0016133;FRASCO AMBAR 30CC;0101;959;AREA MUESTREO DE MATERI PRIMA;500205;609,000;07/10/2021;Reservas;Muestreo Mp;2021
42-0016134;TAPA BLANCA POLY-GUAR;0101;959;AREA MUESTREO DE MATERIA PRIMA;500205;609,000;07/10/2021;Reservas;Muestreo Mp;2021
42-0016134;TAPA BLANCA POLY-GUAR;0101;959;AREA MUESTREO DE MATERIA PRIMA;500205;16,000;07/10/2021;Reservas;Muestreo Mp;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;08/10/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;08/10/2021;Reservas;Fraccionamiento;2021
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;ESCLUSA DE MP SAS;500210;312,000;08/10/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;08/10/2021;Reservas;Fraccionamiento;2021
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;ESCLUSA DE MP SAS;500210;312,000;08/10/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;08/10/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;03/12/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;21/12/2021;Reservas;Fraccionamiento;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;14/01/2022;Reservas;Fraccionamiento;2022
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;18/01/2022;Reservas;Fraccionamiento;2022
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;31/01/2022;Reservas;Fraccionamiento;2022
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;10,000;08/10/2021;Reservas;Don Vapor;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;42,000;09/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;42,000;09/10/2021;Reservas;Fab. Maq.;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TEC. SERVICIOS;500202;24,000;11/10/2021;Reservas;Mantenimiento Servicios;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;56,000;12/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;56,000;12/10/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;12/10/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;40,000;12/10/2021;Reservas;Fab. Maq.;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;12/10/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;288,000;12/10/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;288,000;12/10/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;12/10/2021;Reservas;Fraccionamiento;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;10,000;12/10/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;12/10/2021;Reservas;Fab. Maq.;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;25/03/2022;Reservas;Fraccionamiento;2022
42-0016012;TAPA DE 20 LITROS 58MM;0101;957;ESCLUSA DE MP SAS;;14,000;29/04/2022;Reservas;Fraccionamiento;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;FABRICA MAQUILLAJES AL MAESTRO DE COLOR;500402;2,000;13/10/2021;Reservas;Fab. Maq.;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TEC. SERVICIOS;500202;12,000;14/10/2021;Reservas;Mantenimiento Servicios;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;56,000;14/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;56,000;14/10/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;14/10/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;14/10/2021;Reservas;Fab. Maq.;2021
42-0013572;POLITEX EMB. EXP 175MM X 300MM;0101;101;NORMAL;;360.000,000;14/10/2021;Ingresos;N/A;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISOR DON VAPOR;500999;60,000;14/10/2021;Reservas;Don Vapor;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;10,000;14/10/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;60,000;26/01/2021;Reservas;Fraccionamiento;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;210,000;15/10/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;288,000;15/10/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;288,000;15/10/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;210,000;15/10/2021;Reservas;Fraccionamiento;2021
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;101;NORMAL;;160,000;15/10/2021;Ingresos;N/A;2021
42-0016017;TAPA 20 LT CERTIFICADA AZUL;0101;101;NORMAL;;160,000;15/10/2021;Ingresos;N/A;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;20,000;29/01/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;10,000;29/01/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;20,000;02/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;10,000;02/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;20,000;05/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;10,000;06/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;40,000;08/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;5,000;09/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;40,000;09/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;5,000;10/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;40,000;12/03/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;5,000;13/03/2021;Reservas;Fraccionamiento;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;42,000;20/10/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;42,000;20/10/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;45,000;20/10/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;45,000;20/10/2021;Reservas;Fab. Maq.;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;CASTELBLANCO CASTELBLANCO/ TECNICOS SERVICIOS;500202;12,000;20/10/2021;Reservas;Mantenimiento Servicios;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;J SALAMANCA;500202;72,000;20/10/2021;Reservas;Mantenimiento Servicios;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;J SALAMANCA;500202;24,000;20/10/2021;Reservas;Mantenimiento Servicios;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;20/10/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;288,000;20/10/2021;Reservas;Fraccionamiento;2021
42-0000716;FRASCO PLASTICO DE 120 CC;0101;959;ESCLUSA DE MP SAS;500210;630,000;20/10/2021;Reservas;Fraccionamiento;2021
